phone,DBA,BORO,STREET,ZIPCODE,CUISINE DESCRIPTION,Score Count,Score Recent,Score Max,Score Min,Score Average,Score StdDev,Grade A Count,Grade B Count,Grade C Count,Not Yet Graded,P Count,Z Count,,,,,
9174959711,KENNEDY FRIED CHICKEN,BRONX,WHITE PLAINS RD,10467,Sandwiches,2,9,9,9,9,0,2,0,0,0,0,0,,,,,
9174960521,MOMOYA CHELSEA,MANHATTAN,7TH AVE,10011,Japanese,3,12,12,12,12,0,3,0,0,0,0,0,,,,,
9174970028,THE PENROSE,MANHATTAN,2 AVENUE,10028,American,15,12,15,9,11.73333333,2.186538905,10,0,0,0,0,0,,,,,
9174971472,BABY JANE,BROOKLYN,FULTON ST,11238,American,2,5,5,0,2.5,3.535533906,1,0,0,0,0,0,,,,,
9174971631,301 CAFE JUICE AND SMOOTHIES,BRONX,E KINGSBRIDGE RD,10458,"Juice, Smoothies, Fruit Salads",3,2,5,2,3,1.732050808,3,0,0,0,0,0,,,,,
9174973349,AL'S FAMOUS PIZZERIA,BRONX,ALLERTON AVE,10467,Pizza/Italian,2,11,11,11,11,0,2,0,0,0,0,0,,,,,
9174973832,DOLCE BROOKLYN,BROOKLYN,VAN BRUNT ST,11231,Italian,3,9,9,9,9,0,3,0,0,0,0,0,,,,,
9174976029,ROAST KITCHEN,MANHATTAN,8TH AVE,10018,American,7,13,24,13,19.28571429,5.879747322,3,0,0,0,0,0,,,,,
9174987201,RICHARDS KIBBIE & ORBE LLP,MANHATTAN,WORLD FINANCIAL CENTER,10281,American,3,5,5,0,2.333333333,2.516611478,3,0,0,0,0,0,,,,,
9174988424,UNCLE LOUIE GS ITALIAN ICES & ICE CREAM,STATEN ISLAND,GIFFORDS LANE,10308,"Ice Cream, Gelato, Yogurt, Ices",6,10,13,5,11.16666667,3.250640962,6,0,0,0,0,0,,,,,
9174990336,PHO,BROOKLYN,GRAND ST,11211,Vietnamese/Cambodian/Malaysia,19,9,33,7,21.68421053,11.67167812,8,0,0,0,0,0,,,,,
9174993248,JR & SON,BROOKLYN,LORIMER STREET,11211,American,6,12,12,4,9.333333333,3.265986324,6,0,0,0,0,0,,,,,
9174994191,ESTAMINET,BROOKLYN,7TH AVE,11215,Caf̩/Coffee/Tea,2,12,12,12,12,0,2,0,0,0,0,0,,,,,
9175000742,FRESH POND TAVERN,QUEENS,FRESH POND RD,11385,American,29,24,29,2,22.20689655,7.761532021,2,8,0,0,0,4,,,,,
9175002309,LATTE ART,MANHATTAN,STONE ST,10004,Caf̩/Coffee/Tea,9,7,28,5,9.777777778,7.172478264,7,0,0,0,1,0,,,,,
9175003305,"MAMA VAL'S FISH, SHRIMP, & CHIPS",BRONX,LEGGETT AVE,10455,Soul Food,3,10,10,4,6,3.464101615,1,0,0,0,0,0,,,,,
9175004132,SUBWAY,QUEENS,PARSONS BLVD,11432,Sandwiches,12,2,24,2,14.66666667,8.876253646,7,0,0,0,0,0,,,,,
9175006383,BICHEIRO'S CAFE,QUEENS,JAMAICA AVENUE,11418,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",31,22,34,9,21.96774194,7.726507926,4,9,7,0,0,0,,,,,
9175007284,KOKOROKO RESTAURANT,QUEENS,47TH ST,11377,Spanish,24,47,47,4,23.5,16.9063919,6,0,7,0,0,0,,,,,
9175007865,EL PARAISO LOUNGE,STATEN ISLAND,PORT RICHMOND AVENUE,10302,Mexican,16,10,27,7,16.625,8.562515207,5,0,0,0,0,0,,,,,
9175010645,Royal Fried Chicken,QUEENS,GY BREWER BLVD,11434,Chicken,6,12,18,6,14,4.898979486,1,0,0,0,0,0,,,,,
9175011023,JIMBOS BAR & RESTAURANT,QUEENS,ASTORIA BLVD,11102,Greek,11,13,24,11,17.63636364,6.136329966,4,5,0,0,0,0,,,,,
9175024837,DURDEN,MANHATTAN,2ND AVE,10003,Armenian,24,10,34,3,23.91666667,11.27489195,8,0,0,0,0,0,,,,,
9175026109,ELSEWHERE ESPRESSO,MANHATTAN,EAST    6 STREET,10003,Caf̩/Coffee/Tea,14,9,20,2,13.92857143,5.581070833,7,0,0,0,0,0,,,,,
9175028199,CAFE DE NOVO,MANHATTAN,GREENWICH ST,10006,American,12,10,23,10,14.91666667,5.053501636,6,0,0,0,0,0,,,,,
9175045541,PIEZANO PIZZA,MANHATTAN,NAGLE AVE,10040,Pizza,2,7,7,7,7,0,2,0,0,0,0,0,,,,,
9175045615,DUNKIN' DONUTS,BROOKLYN,FLATLANDS AVENUE,11207,Donuts,50,9,41,2,22.64,10.26736458,12,10,0,0,0,0,,,,,
9175046209,FLATIRON GREEN CAFE,MANHATTAN,FLATIRON PUBLIC PLAZA S.,10010,American,13,3,33,3,17.53846154,13.08061788,7,0,0,0,0,0,,,,,
9175047471,FAMIGLIA OF CHELSEA PIERS,MANHATTAN,CHELSEA PIERS/PIER 61,10011,Pizza,25,15,28,4,17.84,7.570116688,6,4,0,0,0,0,,,,,
9175077425,DUNKIN' DONUTS,BROOKLYN,86 STREET,11228,American,7,11,11,5,8.428571429,2.225394561,7,0,0,0,0,0,,,,,
9175077657,CLARENDON CUISINE,BROOKLYN,E 54TH ST,11203,Caribbean,16,9,35,2,21.3125,11.24703665,4,2,0,0,0,0,,,,,
9175090915,ME & TERRI,MANHATTAN,CLINTON ST,10002,Caf̩/Coffee/Tea,4,51,51,51,51,0,0,0,0,4,0,0,,,,,
9175094668,JOHN'S RESTAURANT,QUEENS,JAMAICA AVENUE,11432,American,24,11,19,4,13.33333333,4.497986667,12,0,0,0,0,0,,,,,
9175120397,THE ALLIE WAY SPORTS BAR,MANHATTAN,EAST   70 STREET,10021,American,11,9,15,5,11.09090909,3.207944683,8,0,0,0,0,0,,,,,
9175126842,BURGER KING,MANHATTAN,W 42ND ST,10036,Hamburgers,2,9,9,9,9,0,2,0,0,0,0,0,,,,,
9175126842,BURGER KING,MANHATTAN,WEST   42 STREET,10036,Hamburgers,5,9,9,3,7,2.828427125,5,0,0,0,0,0,,,,,
9175126970,BURGER KING,MANHATTAN,E 86TH ST,10028,American,1,2,2,2,2,#DIV/0!,1,0,0,0,0,0,,,,,
9175132392,THE MILES COFFEE BAR,BRONX,E TREMONT AVE,10465,Caf̩/Coffee/Tea,1,6,6,6,6,#DIV/0!,1,0,0,0,0,0,,,,,
9175133636,LOS MARISCOS,MANHATTAN,W 15TH ST,10011,Spanish,1,2,2,2,2,#DIV/0!,1,0,0,0,0,0,,,,,
9175135871,DUNKIN DONUTS & BASKING ROBBINS,BRONX,W 237TH ST,10463,American,2,3,3,2,2.5,0.707106781,2,0,0,0,0,0,,,,,
9175156471,PARAISO AZTECA RESTAURANT & BAR,QUEENS,43 AVENUE,11368,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",16,10,25,4,15.5625,7.357252658,7,0,0,0,0,0,,,,,
9175170522,JUICY SPOT,MANHATTAN,LUDLOW ST,10002,"Juice, Smoothies, Fruit Salads",3,9,9,5,7.666666667,2.309401077,3,0,0,0,0,0,,,,,
9175170603,CREPE HOUSE,BROOKLYN,MYRTLE AVE,11205,Japanese,2,7,7,7,7,0,2,0,0,0,0,0,,,,,
9175170633,ANTIQUE BAKERY,MANHATTAN,3RD AVE,10022,American,4,5,16,5,13.25,5.5,1,0,0,0,0,0,,,,,
9175172283,TANNER SMITH'S,MANHATTAN,W 55TH ST,10019,American,3,13,13,7,11,3.464101615,3,0,0,0,0,0,,,,,
9175177108,GREENWOOD QUALITY BAKERY,QUEENS,LIBERTY AVE,11419,Bakery,17,24,24,10,19.82352941,4.585783659,2,0,0,0,0,6,,,,,
9175180659,CHAZZ PALMINTERI RISTORANTE ITALIANO,MANHATTAN,2ND AVE,10017,Italian,12,12,29,12,20.75,8.624752961,6,0,0,0,0,0,,,,,
9175183475,EL MEKKAH BAR & GRILL,BROOKLYN,WYCKOFF AVE,11237,American,9,12,28,12,20.44444444,7.333333333,2,0,0,0,0,0,,,,,
9175190030,Lou De Fong Snack,BROOKLYN,51ST ST,11220,Chinese,3,12,12,12,12,0,3,0,0,0,0,0,,,,,
9175190156,BOOBIETRAP,BROOKLYN,BLEECKER ST,11237,American,15,12,35,6,20.33333333,11.59843996,5,4,0,0,0,0,,,,,
9175190156,BUSHWICK PIZZA PARTY,BROOKLYN,IRVING AVE,11237,Pizza,31,12,78,5,26.22580645,24.156034,6,0,5,0,0,0,,,,,
9175194046,KELLY'S TAVERN,BROOKLYN,4 AVENUE,11209,American,36,11,72,5,26.19444444,20.05253022,8,0,2,0,0,0,,,,,
9175195538,ESPRESSO ME,BROOKLYN,ATLANTIC AVE,11201,American,3,7,7,0,4.666666667,4.041451884,2,0,0,0,0,0,,,,,
9175195860,KAPPOCK CAFE,BRONX,KNOLLS CRESCENT STREET,10463,Delicatessen,23,13,57,7,23.69565217,18.80385546,10,0,0,0,3,0,,,,,
9175210342,STARBUCKS,MANHATTAN,BROADWAY,10032,Caf̩/Coffee/Tea,5,5,10,2,5.8,4.024922359,5,0,0,0,0,0,,,,,
9175210349,LAS PALMAS RESTAURANT,MANHATTAN,BROADWAY,10032,Mexican,39,25,52,9,22.35897436,13.26349795,6,4,0,0,3,0,,,,,
9175210820,RUE LA RUE,MANHATTAN,BROADWAY,10040,Caf̩/Coffee/Tea,2,8,8,8,8,0,0,0,0,2,0,0,,,,,
9175210827,MCDONALD'S,MANHATTAN,BROADWAY,10033,Hamburgers,19,5,23,5,13.63157895,6.229058483,11,0,0,0,0,0,,,,,
9175210972,TACOS EL PAISA,MANHATTAN,SAINT NICHOLAS AVENUE,10040,Tex-Mex,12,19,19,9,13.66666667,4.417595671,6,0,0,0,0,0,,,,,
9175211631,L'FONDA,MANHATTAN,AMSTERDAM AVENUE,10032,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",29,12,52,9,25.17241379,16.44486234,10,4,0,0,0,0,,,,,
9175212198,SAZON Y MAS,MANHATTAN,BROADWAY,10033,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,5,31,5,22.16666667,10.83624669,2,3,0,0,0,0,,,,,
9175215012,INDAY,MANHATTAN,BROADWAY,10010,Indian,11,10,21,8,17.27272727,5.197901675,3,0,0,0,0,0,,,,,
9175216666,TMPL GYM,MANHATTAN,W 49TH ST,10019,"Juice, Smoothies, Fruit Salads",4,10,10,2,8,4,3,0,0,0,0,0,,,,,
9175235851,THE MOONLIGHTMILE,BROOKLYN,FRANKLIN ST,11222,American,6,10,10,2,6.833333333,3.763863264,5,0,0,0,0,0,,,,,
9175255252,FONDA OF CHELSEA,MANHATTAN,9TH AVE,10011,Mexican,10,10,16,9,11.5,3.13581462,7,0,0,0,0,0,,,,,
9175267734,VIDA BELLA ''NUTRITION CLUB'',QUEENS,103 STREET,11368,"Juice, Smoothies, Fruit Salads",14,2,20,2,15.57142857,6.687695771,5,4,0,0,0,0,,,,,
9175280298,KING WOK,QUEENS,MAIN ST,11367,Chinese,5,11,17,11,14.6,3.286335345,2,0,0,0,0,0,,,,,
9175290811,YUMMY THAI,MANHATTAN,BROADWAY,10034,Thai,16,9,42,3,22.0625,16.15949153,7,0,0,0,0,0,,,,,
9175309018,ROSE&BASIL,MANHATTAN,E 7TH ST,10009,Vegetarian,4,6,30,6,18,13.85640646,2,0,0,0,0,0,,,,,
9175314743,MIKE'S DINER,QUEENS,31ST ST,11105,American,25,24,40,10,22.68,10.86554186,5,7,0,0,0,0,,,,,
9175340799,STARBUCKS,MANHATTAN,BROADWAY,10012,Caf̩/Coffee/Tea,6,10,10,4,8.5,2.258317958,6,0,0,0,0,0,,,,,
9175341397,STARBUCKS,MANHATTAN,DELANCEY STREET,10002,Caf̩/Coffee/Tea,14,12,16,4,11.5,4.146360777,9,0,0,0,0,0,,,,,
9175350500,ODE TO BABEL,BROOKLYN,DEAN ST,11238,American,3,13,13,2,9.333333333,6.350852961,3,0,0,0,0,0,,,,,
9175359142,LELLA ALIMENTARI,BROOKLYN,MANHATTAN AVE,11211,Caf̩/Coffee/Tea,8,9,16,0,11.25,5.41822322,4,0,0,0,0,0,,,,,
9175362339,WINE:34,MANHATTAN,E 34TH ST,10016,Italian,4,12,12,3,9.75,4.5,4,0,0,0,0,0,,,,,
9175363918,PIZZA PLUS (SI FERRY TERMINAL),MANHATTAN,SOUTH STREET,10004,American,37,12,82,2,37.40540541,30.01801261,8,7,0,0,1,0,,,,,
9175382594,AMORE,MANHATTAN,W 26TH ST,10001,Italian,6,10,20,8,14.33333333,6.250333324,3,0,0,0,0,0,,,,,
9175411321,NOWADAYS,QUEENS,COOPER AVE,11385,American,8,7,11,0,7.25,4.200340122,4,0,0,0,1,0,,,,,
9175438158,MR. MOUSTACHE,MANHATTAN,E 14TH ST,10003,Caf̩/Coffee/Tea,6,12,15,7,11.33333333,3.614784456,4,0,0,0,0,0,,,,,
9175448250,THE EGGETTE HOUSE,MANHATTAN,GREENWICH ST,10013,Caf̩/Coffee/Tea,1,5,5,5,5,#DIV/0!,1,0,0,0,0,0,,,,,
9175455857,COFFEE MOB,BROOKLYN,NEWKIRK AVE,11226,Caf̩/Coffee/Tea,9,9,11,7,9,1.414213562,8,0,0,0,0,0,,,,,
9175466676,BAR ITALIA,MANHATTAN,MADISON AVENUE,10065,Italian,5,3,10,2,7,4.123105626,5,0,0,0,0,0,,,,,
9175489722,TEA STATION,QUEENS,BELL BLVD,11361,Chinese,7,10,18,10,14,3.829708431,0,3,0,0,0,0,,,,,
9175533061,SEVEN TWENTY FOUR COFFEE BAR & CAFE,BROOKLYN,MYRTLE AVE,11205,Caf̩/Coffee/Tea,1,6,6,6,6,#DIV/0!,1,0,0,0,0,0,,,,,
9175538579,OLD FASHION CONEY ISLAND FOOD,BROOKLYN,WEST   12 STREET,11224,American,17,12,22,11,18.17647059,4.914713803,5,6,0,0,0,0,,,,,
9175538898,OC DESSERT,BROOKLYN,56TH ST,11220,"Ice Cream, Gelato, Yogurt, Ices",15,6,56,6,40.66666667,22.48385664,2,0,0,0,0,0,,,,,
9175540265,SAFARI,MANHATTAN,W 116TH ST,10026,African,6,11,11,2,9.5,3.674234614,5,0,0,0,0,0,,,,,
9175546203,CAJA MUSICAL,QUEENS,74 STREET,11373,"Bottled beverages, including water, sodas, juices, etc.",48,12,49,8,26.08333333,12.82589358,9,0,7,0,0,0,,,,,
9175591881,EL CIBAENO BAKERY,BRONX,WESTCHESTER AVE,10459,Bakery,9,2,61,2,54.44444444,19.66666667,1,0,0,0,0,0,,,,,
9175602480,BURMESE BITES,STATEN ISLAND,SEAVIEW AVENUE,10305,American,2,13,13,13,13,0,2,0,0,0,0,0,,,,,
9175607766,KEW MOTOR INN RESTAURANT & BAR,QUEENS,GRAND CENTRAL PKWY,11435,American,9,12,49,12,40.77777778,16.31546642,2,0,0,0,0,0,,,,,
9175609537,IGUAZU GRILL WINE & BEER,MANHATTAN,JEFFERSON ST,10002,Spanish,8,10,33,0,16.125,14.32717199,2,0,0,0,2,0,,,,,
9175615148,WATERSIDE CAFE,MANHATTAN,WATERSIDE PLZ,10010,American,4,12,12,2,9.5,5,4,0,0,0,0,0,,,,,
9175618827,KBBQ,MANHATTAN,SPRING ST,10012,Korean,1,8,8,8,8,#DIV/0!,1,0,0,0,0,0,,,,,
9175620005,OAXACA TAQUERIA- MURRAY HILL,MANHATTAN,E 33RD ST,10016,Mexican,19,2,61,2,34.94736842,24.61136523,4,0,0,0,1,1,,,,,
9175631031,HARMONY KARAOKE,QUEENS,150TH ST,11355,Other,3,2,2,0,0.666666667,1.154700538,1,0,0,0,1,0,,,,,
9175631847,MANGO MANGO,QUEENS,39TH AVE,11354,"Juice, Smoothies, Fruit Salads",18,7,32,0,21.38888889,12.19999464,5,0,0,0,0,0,,,,,
9175635253,HONEY BEE CAKES,QUEENS,150TH ST,11357,Caf̩/Coffee/Tea,7,9,21,7,13.85714286,6.718843438,4,0,0,0,0,0,,,,,
9175635303,GLADLY CUISINE # 15,QUEENS,ROOSEVELT AVE,11354,Chinese,13,12,29,3,17,10.17349497,3,0,5,0,0,0,,,,,
9175635368,Shaking Crab/Only One Place,QUEENS,PRINCE ST,11354,Chinese,17,9,28,9,20.94117647,7.470530338,4,0,0,0,0,0,,,,,
9175637877,TROPICAL REVIVAL RESTAURANT & CATERING,QUEENS,CLINTONVILLE ST,11357,Caribbean,1,2,2,2,2,#DIV/0!,1,0,0,0,0,0,,,,,
9175654016,JOE & THE JUICE,MANHATTAN,PRINCE ST,10012,Caf̩/Coffee/Tea,1,3,3,3,3,#DIV/0!,1,0,0,0,0,0,,,,,
9175654016,JOE THE JUICE,MANHATTAN,BROADWAY,10019,Caf̩/Coffee/Tea,2,3,5,5,5,0,0,0,0,2,0,0,,,,,
9175665727,JOE & THE JUICE,MANHATTAN,AVENUE OF THE AMERICAS,10019,"Juice, Smoothies, Fruit Salads",2,4,4,4,4,0,0,0,0,2,0,0,,,,,
9175665727,JOE & THE JUICE,MANHATTAN,AVENUE OF THE AMERICAS,10036,American,1,4,2,2,2,#DIV/0!,0,0,0,1,0,0,,,,,
9175665727,JOE AND THE JUICE,MANHATTAN,COLUMBUS AVE,10023,"Juice, Smoothies, Fruit Salads",6,4,47,5,40,17.1464282,0,0,0,1,0,0,,,,,
9175665914,ANA'S PASTRY SHOP,MANHATTAN,WEST  180 STREET,10033,Bakery,15,12,18,7,11.6,3.699420804,9,0,0,0,0,0,,,,,
9175667690,UNION SQUARE EVENTS,MANHATTAN,NORTH END AVENUE,10282,American,6,9,10,2,8.333333333,3.141125064,6,0,0,0,0,0,,,,,
9175667699,ROCKA ROLLA,BROOKLYN,METROPOLITAN AVE,11211,American,9,9,13,2,8.333333333,3.968626967,6,0,0,0,2,0,,,,,
9175672882,HAPPY RESTAURANT,QUEENS,MAIN ST,11354,Chinese,65,19,90,9,43.98461538,23.7720242,3,3,15,0,0,0,,,,,
9175672882,SHANG HAI CAFE,QUEENS,MAIN ST,11354,Chinese,23,19,38,3,27.39130435,9.379567399,0,3,8,0,0,0,,,,,
9175672933,THE DOLAR SHOP,QUEENS,37TH AVE,11354,Other,6,13,13,2,10.16666667,4.119061382,5,0,0,0,0,0,,,,,
9175677316,PARKSIDE,BROOKLYN,FLATBUSH AVE,11225,Pizza,2,5,5,5,5,0,2,0,0,0,0,0,,,,,
9175683496,MRKIS PLACE,QUEENS,30 AVENUE,11103,Armenian,13,11,28,5,16.53846154,8.579193674,7,0,0,0,0,0,,,,,
9175685140,AMADEUS,QUEENS,108 STREET,11375,Jewish/Kosher,25,11,24,7,16.64,6.518435395,6,4,0,0,0,0,,,,,
9175685379,LOS TIGRES BAKERY,BROOKLYN,13TH AVE,11219,Mexican,2,20,20,20,20,0,0,0,0,2,0,0,,,,,
9175691912,HAMMOND'S JERK,BROOKLYN,NOSTRAND AVENUE,11225,Caribbean,45,13,33,11,22.08888889,7.704255678,11,8,0,0,0,0,,,,,
9175728411,LUST & LOVE,BROOKLYN,47TH ST,11220,American,22,13,16,5,11.45454545,3.188181639,11,0,0,0,0,0,,,,,
9175730571,CASA APICII,MANHATTAN,W 9TH ST,10011,Italian,10,17,32,12,23.5,9.14391115,2,0,0,0,0,0,,,,,
9175737765,THE CANTINE,BROOKLYN,3RD ST,11215,Caf̩/Coffee/Tea,15,9,23,2,13.46666667,6.545081759,10,0,0,0,0,0,,,,,
9175738257,LE GARAGE,BROOKLYN,CENTRAL AVE,11221,French,8,0,19,0,13.375,6.300510183,3,0,0,0,0,0,,,,,
9175739936,tea drunk,MANHATTAN,EAST 7TH STREET,10009,Chinese,7,4,12,0,7.142857143,4.561745698,6,0,0,0,0,0,,,,,
9175756850,SAMUELS TOP RANKING FISH SHOP,BROOKLYN,CHURCH AVENUE,11203,Caribbean,11,4,15,4,10.36363636,4.566677726,7,0,0,0,0,0,,,,,
9175767467,DEAF  WELLNESS & RECREATION CENTER,BROOKLYN,SURF AVE,11224,American,1,0,0,0,0,#DIV/0!,1,0,0,0,0,0,,,,,
9175772077,169 BAR,MANHATTAN,EAST BROADWAY,10002,American,46,12,27,11,19.91304348,4.651528241,7,14,0,0,0,0,,,,,
9175779051,TEA AND MILK,QUEENS,34TH AVE,11106,Caf̩/Coffee/Tea,3,11,11,10,10.66666667,0.577350269,3,0,0,0,0,0,,,,,
9175783101,EDWARD LUNCH RESTAURANT,BROOKLYN,LORRAINE ST,11231,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",16,11,36,10,20.1875,11.24407251,5,3,0,0,0,0,,,,,
9175787939,Danny's Steakhouse,QUEENS,127TH ST,11356,Steak,7,13,13,12,12.71428571,0.487950036,7,0,0,0,0,0,,,,,
9175787959,CONNIE O'S,BROOKLYN,NORMAN AVENUE,11222,American,12,11,13,7,10.25,2.454124543,10,0,0,0,0,0,,,,,
9175789662,BEANER COFFEE BAR,BROOKLYN,GRAHAM AVENUE,11211,Caf̩/Coffee/Tea,5,11,11,7,8.6,2.19089023,5,0,0,0,0,0,,,,,
9175795798,MEJOR VIDA,QUEENS,ROOSEVELT AVENUE,11372,"Juice, Smoothies, Fruit Salads",5,2,9,0,5,4.062019202,5,0,0,0,0,0,,,,,
9175799834,BOOMERANG,QUEENS,162ND ST,11358,Korean,6,10,23,10,17.5,6.123724357,3,0,0,0,0,0,,,,,
9175823060,SHIKOKU  Teriyaki express,QUEENS,ROOSEVELT AVE,11354,Chinese/Japanese,15,7,15,0,10.66666667,4.237025012,8,0,0,0,0,0,,,,,
9175823060,SHIKOKU TERIYAKI,QUEENS,ROOSEVELT AVE,11354,Japanese,4,7,31,10,20.5,12.12435565,2,0,0,0,0,0,,,,,
9175823203,N & M RESTAURANT,QUEENS,JAMAICA AVE,11428,Caribbean,7,63,63,63,63,0,0,0,0,7,0,0,,,,,
9175860210,SECRETS,BROOKLYN,NOSTRAND AVE,11216,Caribbean,16,45,45,9,23.4375,15.42279158,8,0,0,0,0,0,,,,,
9175866373,K & H Sushi World,QUEENS,KISSENA BOULEVARD,11355,Asian,8,12,12,9,10.125,1.552647509,8,0,0,0,0,0,,,,,
9175867528,LA MONTANA BAKERY,QUEENS,90TH ST,11372,Bakery,10,12,17,3,11.2,4.709328803,7,0,0,0,0,0,,,,,
9175871248,HONEYBEE PATISSERIE,BROOKLYN,BAY PKWY,11204,Bakery,5,8,8,0,6,3.391164992,4,0,0,0,0,0,,,,,
9175872152,HESTER STREET CAFE,MANHATTAN,BOWERY,10002,Caf̩/Coffee/Tea,2,9,9,9,9,0,2,0,0,0,0,0,,,,,
9175873561,DONOSTIA,MANHATTAN,AVE B,10009,Tapas,4,5,10,5,7.5,2.886751346,4,0,0,0,0,0,,,,,
9175878888,2 BROS PIZZA,MANHATTAN,8TH AVE,10018,Pizza,1,2,2,2,2,#DIV/0!,1,0,0,0,0,0,,,,,
9175878888,2 BROS PIZZA/JUICE SHOP,MANHATTAN,E 125TH ST,10035,Salads,25,2,41,0,30.36,13.04760514,1,0,0,0,1,1,,,,,
9175878888,2 BROTHERS PIZZA,MANHATTAN,W 35TH ST,10001,Other,2,2,10,10,10,0,2,0,0,0,0,0,,,,,
9175878888,THE JUICE SHOP,BROOKLYN,ADAMS ST,11201,"Juice, Smoothies, Fruit Salads",1,2,2,2,2,#DIV/0!,1,0,0,0,0,0,,,,,
9175878888,THE JUICE SHOP,MANHATTAN,BROAD ST,10004,"Juice, Smoothies, Fruit Salads",5,2,24,10,18.4,7.668115805,0,2,0,0,0,0,,,,,
9175878888,THE JUICE SHOP,MANHATTAN,PENN PLZ,10001,"Juice, Smoothies, Fruit Salads",5,2,12,7,10,2.738612788,5,0,0,0,0,0,,,,,
9175933930,FAB CUP,STATEN ISLAND,FOREST AVE,10310,Caf̩/Coffee/Tea,14,19,35,2,17.5,9.732973299,5,3,0,0,0,0,,,,,
9175935933,THE CANAL PARK INN,MANHATTAN,CANAL ST,10013,Continental,2,2,4,2,3,1.414213562,2,0,0,0,0,0,,,,,
9175951141,POTBELLY SANDWICH WORKS,MANHATTAN,WEST   45 STREET,10036,Sandwiches/Salads/Mixed Buffet,15,10,25,4,14.86666667,7.424541031,8,0,0,0,0,0,,,,,
9175964976,DUNKIN' DONUTS,BROOKLYN,MYRTLE AVE,11205,Donuts,4,5,9,0,5.75,4.272001873,4,0,0,0,0,0,,,,,
9175978972,PASTRY LOVER'S CHOICE,STATEN ISLAND,VAN DUZER ST,10304,Bakery,2,5,5,2,3.5,2.121320344,1,0,0,0,0,0,,,,,
9175979946,STOP AT THE STOP SWEET POT RESTAURANT & COCKTAIL,BRONX,EAST  233 STREET,10466,Caribbean,3,7,7,2,3.666666667,2.886751346,3,0,0,0,0,0,,,,,
9175990099,LION'S MILK,BROOKLYN,ROEBLING ST,11211,Caf̩/Coffee/Tea,2,2,5,2,3.5,2.121320344,2,0,0,0,0,0,,,,,
9175997414,TIAA-CREF CAFETERIA,MANHATTAN,3 AVENUE,10017,American,17,12,31,5,16.17647059,10.10096093,12,0,0,0,0,0,,,,,
9176017746,Filicori Zecchini,MANHATTAN,BROADWAY,10004,American,4,74,74,74,74,0,0,0,0,4,0,0,,,,,
9176018688,FORMOSA,MANHATTAN,ELDRIDGE ST,10002,Asian,8,12,15,10,12.625,2.133909892,5,0,0,0,0,0,,,,,
9176019776,PEASANT STOCK,MANHATTAN,ESSEX STREET,10002,Soups,5,5,10,2,4.8,3.271085447,4,0,0,0,0,0,,,,,
9176022339,LENNY'S PIZZA,QUEENS,GREENPOINT AVE,11104,Pizza,3,9,9,9,9,0,3,0,0,0,0,0,,,,,
9176023888,STEAM KUNG FU,QUEENS,NORTHERN BLVD,11354,Chinese,2,13,13,13,13,0,2,0,0,0,0,0,,,,,
9176052119,KINGS WOK,QUEENS,30TH AVE,11377,Chinese,2,7,7,6,6.5,0.707106781,2,0,0,0,0,0,,,,,
9176052812,G & L Cajun Grill,QUEENS,160 STREET,11432,Cajun,25,9,22,9,14.84,5.038849075,13,0,0,0,0,0,,,,,
9176059265,MADMAN ESPRESSO,MANHATTAN,E 67TH ST,10065,Caf̩/Coffee/Tea,8,25,30,7,21.75,9.361776388,0,0,0,0,0,4,,,,,
9176065160,BUMBLE AND BUMBLE,MANHATTAN,WEST   13 STREET,10014,Caf̩/Coffee/Tea,7,9,12,9,11.14285714,1.463850109,7,0,0,0,0,0,,,,,
9176075522,LE MOMENT,QUEENS,GRAND AVE,11378,Caf̩/Coffee/Tea,10,12,20,7,13.7,4.900113377,4,0,0,0,0,0,,,,,
9176079188,Lan Zhou Handmade Noodle,QUEENS,MAIN ST,11355,Chinese,26,10,19,5,12,4.647580015,15,0,0,0,0,0,,,,,
9176079188,LANZHOU PULLED NOODLE,QUEENS,ROOSEVELT AVE,11354,Asian,4,10,9,4,7.5,2.380476143,4,0,0,0,0,0,,,,,
9176098864,333 LOUNGE,BROOKLYN,FLATBUSH AVE,11217,Caribbean,9,0,21,0,13.22222222,8.348319858,0,4,0,0,0,0,,,,,
9176099779,BAAL CAFE AND FALAFEL,MANHATTAN,SULLIVAN ST,10012,Mediterranean,11,4,26,4,13.36363636,10.08238788,6,0,0,0,0,0,,,,,
9176123882,BELLS' COFFEE AND DESIGN,MANHATTAN,GRAND ST,10013,Caf̩/Coffee/Tea,3,7,7,2,5.333333333,2.886751346,2,0,0,0,0,0,,,,,
9176132058,BAR TRUMAN,MANHATTAN,9TH AVE,10011,American,3,13,13,13,13,0,3,0,0,0,0,0,,,,,
9176132253,FAZIO'S,BROOKLYN,KNICKERBOCKER AVE,11221,Pizza/Italian,6,7,45,7,32.33333333,19.62311562,2,0,0,0,0,0,,,,,
9176135791,MUNCHERY,BROOKLYN,3RD AVE,11215,Other,3,10,10,0,3.333333333,5.773502692,2,0,0,0,0,0,,,,,
