phone,area,category,postal_code,price_range,rating_value,restaurant,review_count,DBA,BORO,STREET,ZIPCODE,CUISINE DESCRIPTION,Score Count,Score Recent,Score Max,Score Min,Score Average,Score StdDev,Grade A Count,Grade B Count,Grade C Count,Not Yet Graded,P Count,Z Count,Inspection,Times_Graded,,,,,
3477707217,Brooklyn,"Bars,
                    Tapas/Small Plates",11206,$11-30,4.5,The Topaz,62,THE TOPAZ,BROOKLYN,BUSHWICK AVE,11206,American,4,5,9,5,7.5,1.914854216,3,0,0,0,0,0,3,3,,,,,
3477630872,Brooklyn,"Bars,
                    Burgers,
                    American (New)",11206,$11-30,4,Sweet Science,342,SWEET SCIENCE,BROOKLYN,GRAHAM AVE,11206,American,10,6,17,6,10.8,4.104198392,8,0,0,0,0,0,4,4,,,,,
3477505275,Brooklyn,"American (New),
                    Cocktail Bars,
                    Breakfast & Brunch",11238,$11-30,4,Sunshine,235,SUNSHINE CO.,BROOKLYN,WASHINGTON AVENUE,11238,American,27,10,52,7,28.92592593,17.22682596,10,0,0,0,0,0,7,5,,,,,
3477385251,Long Island City,"Bars,
                    Cafes",11101,Under $10,4.5,The Local Bar and Cafe,47,THE LOCAL,QUEENS,44TH AVENUE,11101,American,22,8,30,5,16.68181818,8.436803523,6,2,0,0,0,0,9,6,,,,,
3477306124,Jackson Heights,Colombian,11373,Under $10,4.5,Areperia Arepa Lady,302,AREPA LADY,QUEENS,ROOSEVELT AVE,11372,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9,12,12,0,9.333333333,5.291502622,7,0,0,0,0,0,5,4,,,,,
3477155387,Brooklyn,"New Mexican Cuisine,
                    Breakfast & Brunch,
                    Cafeteria",11237,$11-30,5,Newyorktitlan,11,NEWYORKTITLAN,BROOKLYN,GATES AVE,11237,American,2,5,5,5,5,0,2,0,0,0,0,0,1,1,,,,,
3476893882,Brooklyn,"Indian,
                    Vegetarian",11201,$11-30,4,Indian Table,14,INDIAN TABLE,BROOKLYN,COURT ST,11201,Indian,19,11,138,11,92.15789474,61.69392475,0,0,0,0,0,4,3,2,,,,,
3476893462,Ridgewood,"American (New),
                    Tapas Bars,
                    Diners",11385,$11-30,4.5,Ltauha Restaurant,245,LTAUHA RESTAURANT,QUEENS,MYRTLE AVE,11385,American,16,8,27,8,16.1875,6.959106743,9,3,0,0,0,0,5,5,,,,,
3476893325,Brooklyn,"Bars,
                    American (New)",11222,$11-30,4.5,The Bounty,160,THE BOUNTY,BROOKLYN,GREENPOINT AVENUE,11222,French,21,10,23,5,14.61904762,5.508867311,10,0,0,0,0,0,8,5,,,,,
3476893295,Brooklyn,Delis,11217,Under $10,4,Metro Feast,6,METRO FEAST,BROOKLYN,LIVINGSTON ST,11217,Delicatessen,5,33,33,33,33,0,0,0,0,5,0,0,1,1,,,,,
3476892670,Ridgewood,"Chicken Wings,
                    Korean,
                    Asian Fusion",11385,$11-30,4.5,Garlic To the Chicken,17,GARLIC TO THE CHICKEN,QUEENS,FOREST AVE,11385,Korean,2,10,10,10,10,0,2,0,0,0,0,0,1,1,,,,,
3476491721,Long Island City,"Bars,
                    American (Traditional),
                    Breakfast & Brunch",11101,$11-30,4,Jackson’s Eatery | Bar,61,JACKSON'S,QUEENS,JACKSON AVE,11101,American,1,5,5,5,5,0,1,0,0,0,0,0,1,2,,,,,
3476273266,Brooklyn,"Vegan,
                    Gluten-Free,
                    Food Stands",11216,$11-30,4.5,Home Frite,8,HOME FRITE,BROOKLYN,BEDFORD AVE,11216,American,2,12,12,12,12,0,0,0,0,2,0,0,1,1,,,,,
3476124333,Woodside,French,11377,$11-30,4.5,Côté Soleil,65,COTE SOLEIL,QUEENS,SKILLMAN AVE,11377,French,2,10,10,10,10,0,2,0,0,0,0,0,1,2,,,,,
3475991190,Brooklyn,"Vietnamese,
                    Wine Bars",11237,$11-30,4,Falansai,156,FALANSAI,BROOKLYN,HARRISON PLACE,11237,Vietnamese/Cambodian/Malaysia,11,6,17,6,12.36363636,4.566677726,7,0,0,0,0,0,4,4,,,,,
3475991087,Brooklyn,"Bars,
                    American (Traditional)",11215,$11-30,4,Prospect Bar & Grill,105,PROSPECT,BROOKLYN,5 AVENUE,11215,American,7,12,12,7,9.714285714,2.288688541,7,0,0,0,0,0,3,4,,,,,
3475945940,New York,"Sushi Bars,
                    Japanese",10001,$11-30,4.5,KazuNori  | The Original Hand Roll Bar,111,KAZUNORI,MANHATTAN,W 28TH ST,10001,Japanese,3,11,11,11,11,0,3,0,0,0,0,0,1,2,,,,,
3475296090,Brooklyn,"Southern,
                    Barbeque,
                    Breakfast & Brunch",11211,$11-30,4,Pies-n-Thighs,2242,PIES-N-THIGHS,BROOKLYN,SOUTH    4 STREET,11211,American,25,13,23,8,16.36,5.015642199,9,3,0,0,0,0,9,6,,,,,
3475291080,Brooklyn,"Caribbean,
                    Breakfast & Brunch,
                    Cocktail Bars",11226,$11-30,4,MangoSeed Restaurant,546,MANGO SEED RESTAURANT,BROOKLYN,FLATBUSH AVENUE,11226,Caribbean,4,11,11,5,9.5,3,4,0,0,0,0,0,2,2,,,,,
3475174172,Brooklyn,"Bakeries,
                    Cafes,
                    Desserts",11209,Under $10,5,Mon Gateau Fine Bakery & Cafe,10,MON GATEAU,BROOKLYN,5TH AVE,11209,Bakery,4,46,46,46,46,0,0,0,0,4,0,0,1,1,,,,,
3475071555,Woodside,"Himalayan/Nepalese,
                    Indian,
                    Cafes",11377,Under $10,4.5,Tibetan Dumpling Cafe,107,TIBETAN DUMPLING CAFE,QUEENS,QUEENS BLVD,11377,Asian,31,23,23,0,16.22580645,6.417214751,6,5,0,0,0,0,10,5,,,,,
3474920020,Brooklyn,Modern European,11209,$11-30,4.5,Brooklyn Beet Company,299,BROOKLYN BEET COMPANY,BROOKLYN,3 AVENUE,11209,Czech,14,9,36,4,19.71428571,14.85016742,8,0,0,0,0,0,5,5,,,,,
3474639322,Brooklyn,"American (New),
                    Breakfast & Brunch,
                    Wine Bars",11211,$11-30,4,Concord Hill,91,CONCORD HILL RESTAURANT,BROOKLYN,GRAHAM AVE,11211,American,19,12,21,3,14.42105263,5.795743548,7,0,1,0,0,0,9,5,,,,,
3474639263,Ridgewood,Mexican,11385,$11-30,4.5,Taqueria Kermes,292,TAQUERIA KERMES,QUEENS,FRESH POND ROAD,11385,Spanish,13,13,20,10,13.76923077,4.43760157,9,0,0,0,0,0,5,5,,,,,
3474576010,Brooklyn,"Taiwanese,
                    American (New)",11206,$11-30,4.5,Win Son,116,WIN SON,BROOKLYN,GRAHAM AVE,11206,Asian,3,13,13,13,13,0,3,0,0,0,0,0,1,2,,,,,
3474536672,Brooklyn,"American (New),
                    Breakfast & Brunch",11231,$11-30,4,Fort Defiance,287,FORT DEFIANCE,BROOKLYN,VAN BRUNT STREET,11231,American,23,18,29,2,20.08695652,7.948201875,2,7,0,0,0,0,8,5,,,,,
3474353252,Brooklyn,"American (New),
                    Bars,
                    Cafes",11206,$11-30,4,Skytown,188,SKYTOWN,BROOKLYN,BROADWAY,11206,American,17,12,44,7,21.35294118,14.25193485,8,0,0,0,0,0,7,5,,,,,
3474259570,Brooklyn,"Asian Fusion,
                    Ramen",11238,$11-30,4,Chuko,845,BAR CHUKO,BROOKLYN,VANDERBILT AVE,11238,Japanese,22,7,55,7,33.77272727,20.67188525,7,0,0,0,0,0,5,4,,,,,
3474251036,Brooklyn,"Cafes,
                    Breakfast & Brunch",11225,$11-30,4.5,Salem’s Hour,38,SALEM'S HOUR,BROOKLYN,NOSTRAND AVE,11225,American,1,10,10,10,10,0,1,0,0,0,0,0,1,1,,,,,
3474250685,Brooklyn,Pizza,11233,Under $10,4.5,Pizza Guys,11,Pizza Guys,BROOKLYN,HOWARD AVE,11233,Pizza,8,10,15,10,13.75,2.314550249,0,4,0,0,0,0,3,2,,,,,
3474250111,Brooklyn,"Gastropubs,
                    American (Traditional)",11216,$11-30,4,Sweet Brooklyn Bar And Grill,61,SWEET BROOKLYN BAR & GRILL,BROOKLYN,NOSTRAND AVE,11216,American,3,9,9,3,7,3.464101615,2,0,0,0,0,0,2,2,,,,,
3474220939,Brooklyn,"American (New),
                    Seafood,
                    Cocktail Bars",11211,$11-30,3.5,Extra Fancy,276,EXTRA FANCY,BROOKLYN,METROPOLITAN AVE,11211,American,24,8,38,8,25.54166667,12.99825797,8,0,0,0,0,0,8,5,,,,,
3474066660,Brooklyn,"Asian Fusion,
                    Korean",11238,$11-30,4,Bunsmith,158,BUNSMITH,BROOKLYN,FRANKLIN AVE,11238,Asian,7,13,13,11,12.14285714,0.899735411,5,0,0,0,0,0,3,3,,,,,
3473350446,Brooklyn,"Seafood,
                    Wine Bars,
                    Cocktail Bars",11211,$31-60,4,Maison Premiere,888,BAR OYSTERS,BROOKLYN,BEDFORD AVENUE,11249,Seafood,11,6,12,2,8.090909091,2.913916452,9,0,0,0,0,0,5,5,,,,,
3473350187,Brooklyn,Latin American,11211,$11-30,4,Tabaré,509,TABARE,BROOKLYN,SOUTH    1 STREET,11211,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",30,3,32,-1,19.13333333,10.12246846,5,6,0,0,0,0,9,6,,,,,
3473266003,Brooklyn,"Sandwiches,
                    Breakfast & Brunch,
                    American (Traditional)",11221,$11-30,4.5,Bed-Stuy Provisions,41,BED STUY PROVISIONS,BROOKLYN,GATES AVE,11221,CafÃ©/Coffee/Tea,4,2,30,2,16,16.16580754,2,0,0,0,0,0,3,3,,,,,
3473183643,Brooklyn,"American (New),
                    Breakfast & Brunch",11238,$11-30,4,Mayfield,414,MAYFIELD,BROOKLYN,FRANKLIN AVENUE,11238,American,18,24,24,7,15.22222222,6.467616668,7,0,0,0,0,0,6,4,,,,,
3473183643,Brooklyn,"American (New),
                    Breakfast & Brunch",11238,$11-30,4,Mayfield,414,MAYFIELD,BROOKLYN,FRANKLIN AVENUE,11238,American,18,24,24,7,15.22222222,6.467616668,7,0,0,0,0,0,6,4,,,,,
3473053300,Brooklyn,"Salad,
                    Empanadas,
                    Venezuelan",11237,$11-30,4,Arepera Guacuco,409,GUACUCO,BROOKLYN,IRVING AVENUE,11237,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",17,12,32,4,17.94117647,10.52657701,9,3,0,0,0,0,6,6,,,,,
3472944644,Brooklyn,Barbeque,11231,$11-30,4,Hometown Bar-B-Que,739,HOMETOWN BAR-B-QUE,BROOKLYN,VAN BRUNT ST,11231,Barbecue,11,10,52,9,33.09090909,21.74605502,5,0,0,0,0,0,4,4,,,,,
3472944644,Brooklyn,Barbeque,11231,$11-30,4,Hometown Bar-B-Que,739,HOMETOWN BAR-B-QUE,BROOKLYN,VAN BRUNT ST,11231,Barbecue,11,10,52,9,33.09090909,21.74605502,5,0,0,0,0,0,4,4,,,,,
2129974540,New York,Italian,10036,$11-30,4,Trattoria Trecolori,1478,TRATTORIA TRE COLORI,MANHATTAN,WEST   47 STREET,10036,Italian,16,7,26,7,16.125,7.410578025,8,2,0,0,0,0,6,5,,,,,
2129961972,New York,"Latin American,
                    Puerto Rican",10035,Under $10,4.5,Lechonera La Isla,42,LECHONERA LA ISLA,MANHATTAN,E 125TH ST,10035,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9,12,19,7,13.11111111,4.648775227,6,0,0,0,0,0,4,4,,,,,
2129950099,New York,"Breakfast & Brunch,
                    Tapas/Small Plates,
                    Lounges",10002,$31-60,4,The Stanton Social,2500,STANTON SOCIAL,MANHATTAN,STANTON STREET,10002,American,13,7,19,3,11.76923077,6.139406135,4,2,0,0,0,0,6,5,,,,,
2129949599,New York,"Bars,
                    American (New)",10018,$11-30,4,District Social,215,DISTRICT SOCIAL,MANHATTAN,W 37TH ST,10018,American,3,12,12,0,8,6.92820323,2,0,0,0,0,0,2,2,,,,,
2129896699,New York,"Chinese,
                    Asian Fusion",10011,$31-60,4,Buddakan,3090,BUDDAKAN,MANHATTAN,9 AVENUE,10011,Asian,11,3,14,3,10.72727273,3.133397807,9,0,0,0,0,0,5,5,,,,,
2129891000,New York,"Japanese,
                    Noodles,
                    Soup",10003,$11-30,4,Tsurutontan Udon Noodle Brasserie,535,TSURUTONTAN UDON NOODLE BRASSERIE,MANHATTAN,E 16TH ST,10003,Japanese,7,12,24,12,18.85714286,6.414269806,3,0,0,0,0,0,2,2,,,,,
2129884700,New York,"Breakfast & Brunch,
                    Cocktail Bars,
                    Wine Bars",10028,$11-30,4,Blake Lane,99,BLAKE LANE,MANHATTAN,3RD AVE,10028,American,2,5,5,5,5,0,0,0,0,2,0,0,1,1,,,,,
2129805678,New York,"Latin American,
                    Cuban,
                    Caribbean",10021,$11-30,4,Cabana Restaurant,521,CABANA,MANHATTAN,3 AVENUE,10065,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,13,14,7,11.08333333,2.609713789,9,0,0,0,0,0,5,5,,,,,
2129748100,New York,"Poke,
                    Korean,
                    Hawaiian",10036,$11-30,4.5,Red Poke,175,RED POKE,MANHATTAN,9TH AVE,10036,Korean,7,10,39,10,30.71428571,14.15055106,2,0,0,0,0,0,2,2,,,,,
2129742500,New York,Ramen,10019,$11-30,4,Ippudo Westside,2522,IPPUDO NY,MANHATTAN,W 51ST ST,10019,Japanese,11,12,28,11,20.54545455,8.571623374,5,0,0,0,0,0,3,3,,,,,
2129719400,New York,"American (New),
                    Gluten-Free,
                    Breakfast & Brunch",10001,$11-30,4,Friedman’s,1266,BROWNS BAGELS,MANHATTAN,W 31ST ST,10001,Bagels/Pretzels,1,2,2,2,2,0,1,0,0,0,0,0,6,6,,,,,
2129672511,New York,"Cocktail Bars,
                    American (New)",10001,$11-30,4,Juniper,229,JUNIPER,MANHATTAN,W 35TH ST,10001,American,3,10,10,4,8,3.464101615,3,0,0,0,0,0,2,2,,,,,
2129669983,New York,Italian,10013,$31-60,4.5,Pepolino Restaurant,386,PEPOLINO,MANHATTAN,WEST BROADWAY,10013,Italian,23,9,26,5,14,6.353238258,9,4,0,0,0,0,10,6,,,,,
2129669288,New York,"Italian,
                    Cocktail Bars,
                    Wine Bars",10013,$11-30,4,Galli Restaurant,612,GALLI RESTAURANT,MANHATTAN,MERCER STREET,10013,Italian,52,14,53,10,29.76923077,14.15823101,4,9,2,0,0,0,16,7,,,,,
2129663555,New York,"Chinese,
                    Noodles",10013,Under $10,4,Dragon Noodle and Grill,57,DRAGON NOODLE AND GRILL,MANHATTAN,CENTRE ST,10013,Chinese,7,9,19,0,13.42857143,7.568732674,2,0,0,0,0,0,3,2,,,,,
2129643000,New York,"Seafood,
                    Mediterranean",10280,$11-30,4,Miramar,88,MIRAMAR,MANHATTAN,SOUTH END AVENUE,10280,Mediterranean,17,9,28,9,17.52941176,6.992117411,9,4,0,0,0,0,5,5,,,,,
2129641318,New York,"Middle Eastern,
                    Moroccan,
                    Greek",10013,$11-30,4.5,Nish Nush,502,NISH NUSH,MANHATTAN,READE STREET,10013,Middle Eastern,11,10,13,9,10.81818182,1.53741223,9,0,0,0,0,0,5,5,,,,,
2129641318,New York,"Middle Eastern,
                    Moroccan,
                    Greek",10013,$11-30,4.5,Nish Nush,502,NISH NUSH,MANHATTAN,READE STREET,10013,Middle Eastern,11,10,13,9,10.81818182,1.53741223,9,0,0,0,0,0,5,5,,,,,
2129640939,New York,"American (New),
                    Irish Pub",10006,$11-30,4,Trinity Place,241,TRINITY PLACE BAR & RESTAURANT,MANHATTAN,BROADWAY,10006,American,15,12,25,12,16.33333333,6.343350474,10,0,0,0,0,0,5,5,,,,,
2129620053,New York,"Bars,
                    American (New),
                    Italian",10038,$11-30,4,Fresh Salt,316,FRESH SALT,MANHATTAN,BEEKMAN STREET,10038,American,16,12,19,10,13.125,3.612478374,12,0,0,0,0,0,5,5,,,,,
2129569339,New York,"Pizza,
                    Coffee & Tea,
                    Bakeries",10036,Under $10,4.5,Corner Slice,21,CORNER SLICE (Located inside Gotham West market on 45 St. & 11TH Ave),MANHATTAN,11TH AVE,10036,Pizza/Italian,4,63,63,63,63,0,0,0,0,4,0,0,1,1,,,,,
2129567020,New York,"American (New),
                    Bars,
                    Breakfast & Brunch",10018,$11-30,4,Magnolia Restaurant,5,MAGNOLIA RESTAURANT,MANHATTAN,W 40TH ST,10018,American,6,9,26,9,20.33333333,8.778762251,2,0,0,0,0,0,4,4,,,,,
2129562155,New York,"Cuban,
                    Cocktail Bars,
                    Tapas Bars",10019,$11-30,4.5,Havana Social,448,HAVANA SOCIAL,MANHATTAN,10 AVENUE,10019,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,18,21,7,16.58333333,5.333570071,4,0,0,0,0,0,4,3,,,,,
2129440990,New York,"Cuban,
                    Latin American",10018,$11-30,4,Havana NY,52,HAVANA NY RESTAURANT & BAR,MANHATTAN,W 38TH ST,10018,Chinese/Cuban,2,7,7,7,7,0,2,0,0,0,0,0,1,1,,,,,
2129417678,New York,Chinese,10002,Under $10,4,Lao Di Fang,77,LAO DI FANG NOODLE HOUSE,MANHATTAN,FORSYTH STREET,10002,Asian,10,8,45,7,22.8,19.11834488,6,0,0,0,0,0,4,4,,,,,
2129411541,New York,"Vietnamese,
                    Sandwiches",10013,Under $10,4,Banh Mi Saigon,1220,BANH MI SAIGON BAKERY,MANHATTAN,GRAND STREET,10013,Vietnamese/Cambodian/Malaysia,11,8,21,7,12.90909091,5.503717752,8,0,0,0,0,0,5,5,,,,,
2129330971,New York,"Poke,
                    Hawaiian",10003,$11-30,4,The PokéSpot,410,THE POKESPOT,MANHATTAN,4TH AVE,10003,Asian,2,10,10,10,10,0,2,0,0,0,0,0,1,1,,,,,
2129330757,New York,"Latin American,
                    Seafood,
                    Cocktail Bars",10028,$11-30,4.5,La Pulperia UES,430,LA PULPERIA,MANHATTAN,2ND AVE,10028,Spanish,7,9,18,9,13.71428571,4.191828786,4,0,0,0,0,0,3,3,,,,,
2129258815,New York,"Cajun/Creole,
                    Seafood,
                    Wine Bars",10002,$11-30,4.5,The Boil,1391,THE BOIL,MANHATTAN,CHRYSTIE STREET,10002,Seafood,10,22,22,12,16.3,4.922736366,6,0,0,0,0,0,3,3,,,,,
2129255175,New York,"Chinese,
                    Barbeque,
                    Fast Food",10002,Under $10,4.5,Wah Fung No 1,725,WAH FUNG 1 FAST FOOD,MANHATTAN,CHRYSTIE STREET,10002,Chinese,32,10,46,2,23.4375,13.55737509,5,9,0,0,0,0,11,7,,,,,
2129253797,New York,"Italian,
                    Delis,
                    Cocktail Bars",10013,$31-60,4,Locanda Verde,1320,LOCANDA VERDE,MANHATTAN,GREENWICH STREET,10013,Italian,12,28,28,12,20.25,8.103029736,6,0,0,0,0,0,3,3,,,,,
2129249700,New York,"Italian,
                    American (New)",10014,$31-60,4,Barbuto,724,BARBUTO,MANHATTAN,WASHINGTON STREET,10014,Italian,23,10,31,0,17.08695652,8.800377283,11,0,0,0,0,0,8,6,,,,,
2129244440,New York,"American (New),
                    Breakfast & Brunch,
                    Wine Bars",10011,$11-30,4,Cookshop,1580,10TH AVENUE COOKSHOP,MANHATTAN,10 AVENUE,10011,American,36,12,27,9,15.72222222,5.406932646,12,8,0,0,0,0,13,8,,,,,
2129181986,New York,"Bars,
                    American (New)",10014,$11-30,4.5,The Spaniard,23,THE SPANIARD,MANHATTAN,W 4TH ST,10014,American,4,13,13,13,13,0,4,0,0,0,0,0,1,1,,,,,
2128674484,New York,"American (Traditional),
                    Gastropubs,
                    Venues & Event Spaces",10016,$11-30,4,Park Avenue Tavern,492,PARK AVENUE TAVERN,MANHATTAN,PARK AVENUE,10016,American,17,13,20,7,12.82352941,3.844400053,13,0,0,0,0,0,6,5,,,,,
2128589365,New York,"Mexican,
                    Cocktail Bars",10022,Above $61,3.5,Empellón,26,EMPELLON,MANHATTAN,MADISON AVE,10022,Mexican,2,10,10,10,10,0,2,0,0,0,0,0,1,1,,,,,
2128585001,New York,Cuban,10011,$11-30,4,Coppelia,930,COPPELIA CUBAN LUNCHEONETTE,MANHATTAN,WEST   14 STREET,10011,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",29,9,19,5,13.44827586,4.444789943,11,3,0,0,0,0,12,7,,,,,
2128406633,New York,"Poke,
                    Korean,
                    Acai Bowls",10018,$11-30,4,Topokee,27,TOPOKEE,MANHATTAN,W 39TH ST,10018,Korean,13,13,22,11,17.61538462,4.574174999,3,4,0,0,0,0,4,3,,,,,
2128322021,New York,"American (New),
                    Venues & Event Spaces",10022,$11-30,4.5,The Horny Ram,35,PIG & WHISTLE,MANHATTAN,2 AVENUE,10022,American,10,11,23,2,11.6,8.579044236,7,0,0,0,0,0,5,5,,,,,
2128181188,New York,Vietnamese,10016,$11-30,4,@ The Spot,146,THE SPOT,MANHATTAN,2ND AVE,10016,Asian,9,10,14,10,12.44444444,1.666666667,2,0,0,0,0,0,3,2,,,,,
2127997400,New York,"Seafood,
                    Breakfast & Brunch",10024,$11-30,4,The Mermaid Inn,795,THE MERMAID INN,MANHATTAN,AMSTERDAM AVE,10024,Seafood,2,7,7,7,7,0,2,0,0,0,0,0,1,1,,,,,
2127911817,New York,"Chinese,
                    Noodles",10013,Under $10,4,Tasty Hand-Pulled Noodles,1142,TASTY HAND-PULLED NOODLES,MANHATTAN,DOYERS STREET,10013,Chinese,38,10,39,3,22.36842105,9.358970412,6,11,0,0,0,0,13,7,,,,,
2127861888,New York,"Shanghainese,
                    Szechuan,
                    Asian Fusion",10280,$11-30,4.5,Ningbo Cafe,60,NINGBO CAFE,MANHATTAN,S END AVE,10280,Chinese,7,14,35,14,23,11.22497216,0,4,0,0,0,0,2,2,,,,,
2127855950,New York,"Italian,
                    Wine Bars",10038,$11-30,4,Felice,171,FELICE,MANHATTAN,GOLD STREET,10038,Italian,13,10,19,2,11.92307692,4.733947234,8,0,0,0,0,0,6,5,,,,,
2127850153,New York,"Cuban,
                    Cocktail Bars",10004,$31-60,4.5,Blacktail,98,PIER A HARBOR HOUSE,MANHATTAN,BATTERY PL,10004,American,11,9,24,7,16.18181818,7.573878555,6,0,0,0,0,0,4,4,,,,,
2127809600,New York,"Bars,
                    Tapas Bars,
                    French",10002,$11-30,4.5,Excuse My French,152,EXCUSE MY FRENCH,MANHATTAN,ORCHARD ST,10002,French,3,7,7,2,5.333333333,2.886751346,2,0,0,0,0,0,2,2,,,,,
2127799990,New York,Korean,10016,$11-30,4,Her Name Is Han,547,HER NAME IS HAN,MANHATTAN,E 31ST ST,10016,Korean,17,11,56,10,35.58823529,22.39435985,5,0,0,0,0,0,4,3,,,,,
2127792222,New York,Seafood,10038,$11-30,4,Dorlan’s Tavern & Oyster Bar,88,DORLAN'S,MANHATTAN,FRONT ST,10038,American,7,11,17,2,12.28571429,5.437961803,4,0,0,0,0,0,3,3,,,,,
2127775750,New York,"Asian Fusion,
                    Japanese,
                    Salad",10012,Under $10,4,MIGHTY Bowl,133,MIGHTY BOWL,MANHATTAN,MACDOUGAL ST,10012,Asian,2,12,12,12,12,0,2,0,0,0,0,0,1,1,,,,,
2127775102,New York,"American (New),
                    Breakfast & Brunch",10003,$11-30,4,Ichabod’s,465,HEADLESS HORSEMAN,MANHATTAN,EAST   15 STREET,10003,French,24,12,31,7,21.5,9.930191119,9,0,0,0,0,0,7,5,,,,,
2127770855,New York,"Wine Bars,
                    Tapas/Small Plates,
                    French",10009,$11-30,5,Ruffian Wine Bar & Chef’s Table,87,RUFFIAN WINE BAR,MANHATTAN,E 7TH ST,10009,Continental,2,7,7,7,7,0,2,0,0,0,0,0,1,2,,,,,
2127770303,New York,"Italian,
                    Bars",10011,Above $61,4,Babbo,2046,BABBO RISTORANTE E ENOTECA,MANHATTAN,WAVERLY PLACE,10011,Italian,7,12,12,2,8.142857143,4.913538149,6,0,0,0,0,0,5,5,,,,,
2127761990,New York,Spanish,10011,$31-60,4,Salinas,751,SALINAS,MANHATTAN,9 AVENUE,10011,Spanish,7,3,9,3,7.571428571,2.507132682,4,0,0,0,0,0,4,4,,,,,
2127761404,New York,"American (Traditional),
                    Breakfast & Brunch",10013,$11-30,4,Westville Hudson,338,WESTVILLE,MANHATTAN,HUDSON ST,10013,American,7,11,12,8,11,1.414213562,7,0,0,0,0,0,3,3,,,,,
2127666311,New York,Shanghainese,10013,$11-30,4,Shanghai Asian Manor,1035,SHANGHAI ASIAN MANOR,MANHATTAN,MOTT STREET,10013,Chinese,15,13,24,10,16.53333333,5.276181881,8,4,0,0,0,0,5,5,,,,,
2127608888,New York,Lebanese,10004,Under $10,4.5,Naya Express,52,NAYA EXPRESS,MANHATTAN,NEW YORK PLZ,10004,Mediterranean,5,14,14,7,12.6,3.130495168,1,0,0,0,0,0,2,2,,,,,
2127595554,New York,"Greek,
                    Mediterranean",10022,$31-60,4.5,Nerai,303,NERAI,MANHATTAN,EAST   54 STREET,10022,Greek,11,13,13,0,9.636363636,3.82812558,9,0,0,0,0,0,6,5,,,,,
2127582111,New York,"Cambodian,
                    Salad,
                    Seafood",10065,$11-30,4.5,Angkor Cambodian Bistro,129,ANGKOR CAMBODIAN BISTRO,MANHATTAN,E 64TH ST,10065,Asian,8,9,20,9,15,5.398412465,4,0,0,0,0,0,3,3,,,,,
2127471700,New York,Seafood,10004,$11-30,4.5,Luke’s Lobster FiDi,777,LUKE'S LOBSTER,MANHATTAN,SOUTH WILLIAM STREET,10004,Seafood,11,3,11,3,8.909090909,2.165850662,9,0,0,0,0,0,6,6,,,,,
2127414695,New York,"Desserts,
                    Wine Bars,
                    Mediterranean",10014,$31-60,4,The Little Owl,1135,THE LITTLE OWL,MANHATTAN,BEDFORD STREET,10014,American,13,8,13,8,10.61538462,1.804552647,8,0,0,0,0,0,5,4,,,,,
2127411207,New York,Italian,10014,$11-30,4,Malatesta Trattoria,1005,TRATTORIA I MALATESTA,MANHATTAN,WASHINGTON STREET,10014,Italian,20,30,30,7,18.7,7.167910949,5,3,0,0,0,0,6,4,,,,,
2127377659,New York,"Hookah Bars,
                    Mediterranean,
                    Moroccan",10003,$11-30,4.5,Amoun Moroccan Mediterranean Cuisine & Lounge,7,AMOUN,MANHATTAN,EAST   73 STREET,10021,Mediterranean,15,13,42,6,19.8,12.1019479,4,3,0,0,0,0,8,4,,,,,
2127306005,New York,"Seafood,
                    Cocktail Bars",10013,$11-30,4,Seamore’s,481,SEAMORE'S,MANHATTAN,BROOME ST,10013,Seafood,11,13,20,5,14.27272727,5.274294438,6,0,0,0,0,0,5,4,,,,,
2127291850,New York,"American (New),
                    Bars",10027,$31-60,4,Clay,17,CLAY,MANHATTAN,MANHATTAN AVE,10027,American,2,9,9,9,9,0,0,0,0,2,0,0,1,1,,,,,
2127290277,New York,"American (New),
                    Bars,
                    Breakfast & Brunch",10018,$11-30,4,Parker & Quinn,770,PARKER & QUINN,MANHATTAN,WEST 38TH STREET,10018,American,9,9,11,8,9.444444444,1.130388331,9,0,0,0,0,0,4,4,,,,,
2127277463,New York,"Greek,
                    Seafood",10014,$11-30,4,NISI,99,NISI,MANHATTAN,BLEECKER ST,10014,Seafood,11,11,18,5,13.81818182,5.056049482,4,0,0,0,0,0,4,3,,,,,
2127271050,New York,"Ramen,
                    Noodles",10014,$11-30,4.5,MEW MEN,120,MEW MEN,MANHATTAN,CORNELIA ST,10014,Japanese,10,12,43,4,22.8,17.65597161,4,0,0,0,2,0,4,4,,,,,
2127253860,New York,"Lounges,
                    Jazz & Blues,
                    American (Traditional)",10010,$31-60,4.5,Flatiron Room,552,THE FLATIRON ROOM,MANHATTAN,WEST   26 STREET,10010,American,8,3,12,3,9.875,3.226563851,8,0,0,0,0,0,4,4,,,,,
